265.02;0370;2016-06-02 14:33:33
265.48;0371;2016-06-02 14:33:34
265.50;0372;2016-06-02 14:33:35
265.45;0372;2016-06-02 14:33:36
265.00;0371;2016-06-02 14:33:37
266.36;0372;2016-06-02 14:33:38
265.53;0372;2016-06-02 14:33:39
265.10;0373;2016-06-02 14:33:40
265.98;0375;2016-06-02 14:33:41
265.02;0374;2016-06-02 14:33:42
265.89;0375;2016-06-02 14:33:43
265.04;0376;2016-06-02 14:33:44
265.02;0377;2016-06-02 14:33:45
265.45;0378;2016-06-02 14:33:47
265.43;0378;2016-06-02 14:33:48
265.43;0379;2016-06-02 14:33:49
265.45;0380;2016-06-02 14:33:50
265.02;0381;2016-06-02 14:33:51
265.45;0381;2016-06-02 14:33:52
265.45;0381;2016-06-02 14:33:53
265.43;0382;2016-06-02 14:33:54
265.45;0384;2016-06-02 14:33:55
265.45;0385;2016-06-02 14:33:56
265.00;0387;2016-06-02 14:33:57
265.45;0387;2016-06-02 14:33:58
265.45;0388;2016-06-02 14:33:59
265.02;0390;2016-06-02 14:34:00
265.45;0391;2016-06-02 14:34:01
265.53;0391;2016-06-02 14:34:03
265.14;0391;2016-06-02 14:34:04
265.45;0392;2016-06-02 14:34:05
265.09;0394;2016-06-02 14:34:06
265.07;0393;2016-06-02 14:34:07
265.45;0394;2016-06-02 14:34:08
265.53;0394;2016-06-02 14:34:09
265.53;0397;2016-06-02 14:34:10
264.42;0398;2016-06-02 14:34:11
265.46;0396;2016-06-02 14:34:12
265.48;0395;2016-06-02 14:34:13
265.48;0396;2016-06-02 14:34:14
265.04;0396;2016-06-02 14:34:15
265.02;0395;2016-06-02 14:34:16
265.04;0395;2016-06-02 14:34:17
265.07;0394;2016-06-02 14:34:19
265.50;0394;2016-06-02 14:34:20
265.95;0393;2016-06-02 14:34:21
265.10;0395;2016-06-02 14:34:22
265.36;0398;2016-06-02 14:34:23
265.53;0400;2016-06-02 14:34:24
266.00;0404;2016-06-02 14:34:25
264.86;0409;2016-06-02 14:34:26
265.45;0408;2016-06-02 14:34:27
265.45;0410;2016-06-02 14:34:28
265.50;0411;2016-06-02 14:34:29
265.46;0413;2016-06-02 14:34:30
265.04;0412;2016-06-02 14:34:31
266.00;0412;2016-06-02 14:34:32
265.48;0412;2016-06-02 14:34:33
266.00;0412;2016-06-02 14:34:35
265.09;0413;2016-06-02 14:34:36
265.04;0410;2016-06-02 14:34:37
265.91;0407;2016-06-02 14:34:38
265.09;0404;2016-06-02 14:34:39
265.50;0402;2016-06-02 14:34:40
265.46;0402;2016-06-02 14:34:41
265.04;0400;2016-06-02 14:34:42
265.45;0397;2016-06-02 14:34:43
265.93;0396;2016-06-02 14:34:44
265.10;0395;2016-06-02 14:34:45
265.55;0395;2016-06-02 14:34:46
265.48;0396;2016-06-02 14:34:47
265.48;0394;2016-06-02 14:34:48
266.00;0393;2016-06-02 14:34:49
265.93;0394;2016-06-02 14:34:51
265.46;0393;2016-06-02 14:34:52
265.45;0393;2016-06-02 14:34:53
265.09;0393;2016-06-02 14:34:54
265.53;0393;2016-06-02 14:34:55
265.95;0394;2016-06-02 14:34:56
265.55;0393;2016-06-02 14:34:57
265.04;0393;2016-06-02 14:34:58
265.07;0391;2016-06-02 14:34:59
16.07;0372;2016-06-02 14:35:00
7.01;0253;2016-06-02 14:35:01
5.80;0235;2016-06-02 14:35:02
8.45;0231;2016-06-02 14:35:03
265.46;0389;2016-06-02 14:35:04
265.57;0387;2016-06-02 14:35:05
265.12;0387;2016-06-02 14:35:07
265.52;0386;2016-06-02 14:35:08
265.57;0385;2016-06-02 14:35:09
265.04;0385;2016-06-02 14:35:10
265.52;0382;2016-06-02 14:35:11
265.50;0380;2016-06-02 14:35:12
265.12;0378;2016-06-02 14:35:13
265.09;0378;2016-06-02 14:35:14
265.57;0376;2016-06-02 14:35:15
265.93;0375;2016-06-02 14:35:16
265.04;0372;2016-06-02 14:35:17
265.10;0371;2016-06-02 14:35:18
265.52;0370;2016-06-02 14:35:19
265.57;0370;2016-06-02 14:35:20
265.12;0370;2016-06-02 14:35:21
265.52;0368;2016-06-02 14:35:23
266.84;0367;2016-06-02 14:35:24
266.00;0366;2016-06-02 14:35:25
265.55;0364;2016-06-02 14:35:26
265.10;0365;2016-06-02 14:35:27
265.48;0364;2016-06-02 14:35:28
265.50;0365;2016-06-02 14:35:29
265.95;0365;2016-06-02 14:35:30
265.52;0366;2016-06-02 14:35:31
265.55;0366;2016-06-02 14:35:32
265.12;0367;2016-06-02 14:35:33
265.52;0366;2016-06-02 14:35:34
265.52;0368;2016-06-02 14:35:35
265.12;0369;2016-06-02 14:35:36
265.09;0370;2016-06-02 14:35:37
265.52;0371;2016-06-02 14:35:39
266.43;0372;2016-06-02 14:35:40
265.05;0372;2016-06-02 14:35:41
265.48;0372;2016-06-02 14:35:42
265.58;0374;2016-06-02 14:35:43
265.50;0373;2016-06-02 14:35:44
265.52;0372;2016-06-02 14:35:45
265.12;0373;2016-06-02 14:35:46
265.52;0373;2016-06-02 14:35:47
265.12;0373;2016-06-02 14:35:48
265.53;0372;2016-06-02 14:35:49
265.07;0373;2016-06-02 14:35:50
265.52;0374;2016-06-02 14:35:51
266.05;0374;2016-06-02 14:35:52
265.14;0374;2016-06-02 14:35:53
265.60;0374;2016-06-02 14:35:55
265.50;0373;2016-06-02 14:35:56
265.55;0374;2016-06-02 14:35:57
265.50;0376;2016-06-02 14:35:58
265.50;0375;2016-06-02 14:35:59
265.52;0376;2016-06-02 14:36:00
265.95;0376;2016-06-02 14:36:01
265.55;0376;2016-06-02 14:36:02
265.57;0376;2016-06-02 14:36:03
265.10;0376;2016-06-02 14:36:04
265.57;0376;2016-06-02 14:36:05
265.46;0376;2016-06-02 14:36:06
265.55;0375;2016-06-02 14:36:07
265.07;0376;2016-06-02 14:36:08
265.02;0377;2016-06-02 14:36:09
265.93;0377;2016-06-02 14:36:11
265.46;0376;2016-06-02 14:36:12
265.07;0377;2016-06-02 14:36:13
265.95;0378;2016-06-02 14:36:14
265.07;0377;2016-06-02 14:36:15
265.45;0377;2016-06-02 14:36:16
265.10;0377;2016-06-02 14:36:17
265.43;0378;2016-06-02 14:36:18
265.55;0377;2016-06-02 14:36:19
265.50;0377;2016-06-02 14:36:20
265.10;0377;2016-06-02 14:36:21
265.48;0376;2016-06-02 14:36:22
265.45;0374;2016-06-02 14:36:23
265.46;0373;2016-06-02 14:36:24
265.04;0374;2016-06-02 14:36:25
265.53;0373;2016-06-02 14:36:27
265.46;0373;2016-06-02 14:36:28
265.50;0373;2016-06-02 14:36:29
265.05;0374;2016-06-02 14:36:30
265.09;0373;2016-06-02 14:36:31
265.55;0373;2016-06-02 14:36:32
265.48;0373;2016-06-02 14:36:33
265.48;0374;2016-06-02 14:36:34
265.53;0374;2016-06-02 14:36:35
265.48;0374;2016-06-02 14:36:36
265.46;0374;2016-06-02 14:36:37
265.48;0375;2016-06-02 14:36:38
265.48;0374;2016-06-02 14:36:39
265.58;0373;2016-06-02 14:36:40
265.46;0374;2016-06-02 14:36:41
265.55;0374;2016-06-02 14:36:43
265.09;0374;2016-06-02 14:36:44
265.09;0371;2016-06-02 14:36:45
265.53;0370;2016-06-02 14:36:46
265.09;0371;2016-06-02 14:36:47
265.48;0369;2016-06-02 14:36:48
266.01;0368;2016-06-02 14:36:49
265.05;0367;2016-06-02 14:36:50
265.48;0365;2016-06-02 14:36:51
265.04;0361;2016-06-02 14:36:52
265.55;0355;2016-06-02 14:36:53
265.07;0350;2016-06-02 14:36:54
265.89;0345;2016-06-02 14:36:55
265.88;0340;2016-06-02 14:36:56
265.46;0329;2016-06-02 14:36:57
265.12;0316;2016-06-02 14:36:59
265.55;0295;2016-06-02 14:37:00
265.48;0278;2016-06-02 14:37:01
265.55;0268;2016-06-02 14:37:02
265.48;0257;2016-06-02 14:37:03
265.48;0253;2016-06-02 14:37:04
265.50;0250;2016-06-02 14:37:05
265.48;0249;2016-06-02 14:37:06
265.48;0248;2016-06-02 14:37:07
265.46;0247;2016-06-02 14:37:08
265.46;0247;2016-06-02 14:37:09
265.12;0248;2016-06-02 14:37:10
265.10;0249;2016-06-02 14:37:11
265.04;0250;2016-06-02 14:37:12
265.95;0248;2016-06-02 14:37:14
265.48;0249;2016-06-02 14:37:15
265.55;0248;2016-06-02 14:37:16
265.10;0249;2016-06-02 14:37:17
265.46;0248;2016-06-02 14:37:18
265.95;0248;2016-06-02 14:37:19
265.04;0248;2016-06-02 14:37:20
265.53;0248;2016-06-02 14:37:21
265.09;0248;2016-06-02 14:37:22
265.02;0248;2016-06-02 14:37:23
265.93;0248;2016-06-02 14:37:24
265.46;0249;2016-06-02 14:37:25
265.46;0249;2016-06-02 14:37:26
265.46;0250;2016-06-02 14:37:27
265.48;0250;2016-06-02 14:37:28
265.09;0251;2016-06-02 14:37:30
265.53;0254;2016-06-02 14:37:31
265.53;0256;2016-06-02 14:37:32
265.93;0259;2016-06-02 14:37:33
265.07;0265;2016-06-02 14:37:34
265.48;0268;2016-06-02 14:37:35
265.07;0265;2016-06-02 14:37:36
265.04;0265;2016-06-02 14:37:37
265.93;0262;2016-06-02 14:37:38
265.45;0263;2016-06-02 14:37:39
265.07;0267;2016-06-02 14:37:40
265.48;0272;2016-06-02 14:37:41
265.91;0278;2016-06-02 14:37:42
265.53;0287;2016-06-02 14:37:43
265.57;0291;2016-06-02 14:37:44
265.53;0290;2016-06-02 14:37:46
265.48;0289;2016-06-02 14:37:47
265.10;0289;2016-06-02 14:37:48
265.48;0295;2016-06-02 14:37:49
265.50;0300;2016-06-02 14:37:50
265.50;0304;2016-06-02 14:37:51
265.53;0310;2016-06-02 14:37:52
265.16;0316;2016-06-02 14:37:53
265.48;0327;2016-06-02 14:37:54
265.48;0341;2016-06-02 14:37:55
265.10;0356;2016-06-02 14:37:56
265.58;0373;2016-06-02 14:37:57
